Brinco,Peso,Leite,Date
6131,704,51.5,9
6131,644,49.9,10
6131,644,52.6,10
6131,644,53.5,10
6131,644,56.5,10
6131,661,51.1,11
6131,661,48.2,11
6131,661,51.7,11
6131,700,52.9,12
6131,700,55,12
6131,656,54.2,1
6131,656,47.4,1
6131,656,50.7,1
6131,647,46.9,2
6131,647,41.6,2
6131,647,42.1,2
6142,589,21.8,1
6142,566,13.2,3
6142,566,18.3,3
6142,566,16.8,3
6142,566,19.9,3
6142,616,20.2,4
6142,616,21.5,4
6142,616,19.8,4
6142,641,19.2,5
6142,641,19.7,5
6142,641,20.8,5
6142,660,23.5,7
6142,660,26.5,7
6142,660,26.1,7
6142,686,24.1,8
6142,686,24.1,8
6142,686,20.9,8
6142,714,21.3,9
6142,714,22.2,9
6142,714,20,9
6142,705,21.3,10
6142,705,24.3,10
6142,705,20,10
6142,705,22.4,10
6142,741,15.1,11
6142,566,12.1,2
6142,566,32,2
6142,566,40.1,2
6145,607,30.4,1
6145,607,24.9,1
6145,587,32.8,2
6145,587,30.3,2
6145,587,34.8,2
6145,587,29.9,3
6145,587,27.2,3
6145,587,26.2,3
6145,587,28,3
6145,631,34.9,4
6145,631,32.7,4
6145,631,31.9,4
6145,647,31,5
6145,647,35.8,5
6145,647,24.4,5
6145,693,28.1,7
6145,693,20.3,7
6145,693,30.2,7
6145,704,26.8,8
6145,704,26.8,8
6145,704,27.3,8
6145,707,15.5,9
6145,707,21.1,9
6145,707,20.4,9
6145,687,19.7,10
6145,687,20.5,10
6145,687,18.4,10
6145,607,29.9,1
6145,607,42.3,1
6145,607,45.3,1
6145,587,41.5,2
6145,587,43.9,2
6145,587,41.9,2
6156,689,36.1,1
6156,689,36.8,1
6156,716,34.7,2
6156,716,36.1,2
6156,716,38,2
6156,716,29.2,3
6156,716,30.2,3
6156,716,27.1,3
6156,716,33.6,3
6156,722,30,4
6156,722,35.6,4
6156,722,32.8,4
6156,760,31.1,5
6156,760,33.1,5
6156,760,30.3,5
6156,755,23.4,7
6156,755,20.6,7
6156,755,23.2,7
6156,813,15.3,8
6156,813,15.3,8
6156,813,19.3,8
6156,848,16.3,9
6156,848,15.9,9
6156,848,11.9,9
6156,872,13.1,10
6156,872,12.8,10
6156,872,14.2,10
6156,872,11.8,10
6156,919,13,11
6159,475,13.9,4
6159,475,20.2,4
6161,729,16.8,1
6161,706,42.5,3
6161,630,48.4,4
6161,630,57.3,4
6161,630,55.5,4
6161,643,53.7,5
6161,643,43,5
6161,643,52.3,5
6161,671,41.3,11
6161,671,38.5,11
6161,671,47.3,11
6161,671,42.5,12
6161,671,44,12
6161,729,46.5,1
6161,729,41.3,1
6161,729,45.6,1
6161,706,39.3,2
6161,706,43,2
6161,706,40.1,2
6162,671,42.5,1
6162,671,45.6,1
6162,646,44.7,2
6162,646,47.9,2
6162,646,47.3,2
6162,646,43.2,3
6162,646,47.6,3
6162,646,42.3,3
6162,646,43.4,3
6162,707,39.5,4
6162,707,46,4
6162,707,41.4,4
6162,702,38.8,5
6162,702,48.2,5
6162,702,37.2,5
6162,669,18.1,9
6162,669,44.7,9
6162,669,49.4,9
6162,648,53.3,10
6162,648,51.7,10
6162,648,52.7,10
6162,648,52.7,10
6162,646,51.3,11
6162,646,39.3,11
6162,646,22.1,11
6162,585,40.5,12
6162,585,44.4,12
6162,671,45.5,1
6162,671,48,1
6162,671,44.5,1
6162,646,41.9,2
6162,646,42.8,2
6162,646,42.6,2
6163,685,39.5,1
6163,685,43.1,1
6163,684,38.8,2
6163,684,33.1,2
6163,684,41.7,2
6163,684,36.2,3
6163,684,40.3,3
6163,684,41.9,3
6163,684,38.2,3
6163,694,38.7,4
6163,694,44.8,4
6163,694,45.1,4
6163,710,36.1,5
6163,710,27.9,5
6163,710,32.4,5
6163,705,43,9
6163,705,45.7,9
6163,673,48.8,10
6163,673,47.4,10
6163,673,47.1,10
6163,673,44.7,10
6163,691,48.8,11
6163,691,44.1,11
6163,691,43.7,11
6163,710,42.9,12
6163,710,44.1,12
6163,685,45.4,1
6163,685,43.3,1
6163,685,43.3,1
6163,684,42.5,2
6163,684,43,2
6163,684,35.5,2
6166,784,26.9,1
6166,784,25.5,1
6166,850,19.9,2
6166,748,39.6,4
6166,748,36,4
6166,748,42.7,4
6166,767,44.7,5
6166,767,44.9,5
6166,767,44.3,5
6166,812,32.1,11
6166,812,32,11
6166,812,35.6,11
6166,807,30.7,12
6166,807,37.6,12
6166,784,35.1,1
6166,784,34.3,1
6166,784,32.8,1
6166,850,30.9,2
6166,850,32.4,2
6166,850,25,2
6164,682,12.1,2
6164,682,19.6,3
6164,682,28.5,3
6164,682,30.6,3
6164,682,37,3
6164,695,36.8,4
6164,695,36.4,4
6164,695,29,4
6164,719,39.3,5
6164,719,30.8,5
6164,719,36.3,5
6164,703,28.6,10
6164,703,30.2,10
6164,703,31.1,10
6164,703,31.8,10
6164,740,31,11
6164,740,33.1,11
6164,740,33,11
6202,624,35.5,1
6202,624,32.8,1
6202,616,36.5,2
6202,616,40,2
6202,616,41.7,2
6202,616,44.3,3
6202,616,47.8,3
6202,616,43.7,3
6202,616,42.3,3
6202,623,43.4,4
6202,623,46.7,4
6202,623,42,4
6202,634,42.8,5
6202,634,38.6,5
6202,634,42.1,5
6202,619,39.7,7
6202,619,35.4,7
6202,619,40.5,7
6202,630,37.7,8
6202,630,37.7,8
6202,630,39.3,8
6202,664,34.9,9
6202,664,33.4,9
6202,664,36.9,9
6202,651,37.1,10
6202,651,35.5,10
6202,651,35.8,10
6202,651,35.7,10
6202,665,34.3,11
6202,616,32.7,2
6202,616,37.2,2
6202,616,37.5,2
6167,545,18.3,1
6167,545,21.3,1
6167,554,20.1,2
6167,554,17.9,2
6167,554,17.8,2
6167,554,18.8,3
6167,554,19.9,3
6167,554,17.9,3
6167,554,19.4,3
6167,697,26.3,10
6167,697,35.2,10
6167,583,31.9,11
6167,583,31,11
6167,583,28.8,11
6167,581,29.3,12
6167,581,28.3,12
6167,545,23.1,1
6167,545,22.9,1
6167,545,20.4,1
6167,554,24,2
6401,656,23.9,1
6401,633,33.3,2
6401,633,35.4,2
6401,633,38,2
6401,633,32.3,3
6401,633,35.7,3
6401,633,37.5,3
6401,633,37.7,3
6401,702,39,4
6401,702,45.8,4
6401,702,39,4
6401,736,41.6,5
6401,736,46.3,5
6401,736,42.1,5
6401,742,36.5,7
6401,742,34.6,7
6401,742,37.1,7
6401,758,32.4,8
6401,758,32.4,8
6401,758,31.6,8
6401,777,32.4,9
6401,777,31.3,9
6401,777,28.1,9
6401,741,24.9,10
6473,620,23.9,1
6473,620,30.7,1
6473,641,27.7,2
6473,641,26.9,2
6473,641,21.7,2
6473,641,17,3
6582,706,37.9,1
6582,706,40.3,1
6582,721,42.7,2
6582,721,34.3,2
6582,721,36.8,2
6582,721,30,3
6582,721,30.6,3
6582,721,27.5,3
6582,721,30.7,3
6582,718,35.9,5
6582,680,47,7
6582,680,46.7,7
6582,719,49.9,9
6582,719,48.9,9
6582,719,56.6,9
6582,718,55.7,10
6582,718,54.7,10
6582,718,54.7,10
6582,718,53.1,10
6582,726,53.2,11
6582,726,47.4,11
6582,726,49.4,11
6582,742,45.3,12
6582,742,53.1,12
6582,706,48.1,1
6582,706,45.5,1
6582,706,53.7,1
6582,721,47,2
6582,721,35.8,2
6582,721,29.5,2
6483,680,32.6,1
6483,680,36.7,1
6483,691,40.6,2
6483,691,38.2,2
6483,691,36.6,2
6483,691,38.2,3
6483,691,38.1,3
6483,691,39.8,3
6483,691,39.1,3
6483,733,38.3,4
6483,733,39.2,4
6483,733,36.5,4
7027,603,33.3,9
7027,603,29.5,9
7089,526,38.3,9
7089,526,38.8,9
7089,526,37.1,9
7089,536,39.6,10
7089,536,40.4,10
7089,536,38.7,10
7089,536,43.3,10
7089,551,44.9,11
7089,551,44.5,11
7089,551,44.9,11
7089,580,42.6,12
7089,580,41.8,12
7089,594,44.9,1
7089,594,42.5,1
7089,594,35.9,1
7089,597,39,2
7089,597,40.4,2
7089,597,35.3,2
7044,726,33.4,9
7044,726,34.9,9
7044,726,33.4,9
7044,733,33.5,10
7100,642,30.4,1
7100,642,30.2,1
7100,628,33.4,2
7100,628,32.4,2
7100,628,31.8,2
7100,628,30.2,3
7100,628,26.9,3
7100,628,26.1,3
7100,628,27.7,3
7100,697,27.5,4
7100,697,29,4
7100,697,25.2,4
7100,737,38.1,7
7100,737,44,7
7100,737,54.2,7
7100,637,52.8,8
7100,637,52.8,8
7100,637,46,8
7100,668,49.4,9
7100,668,45.9,9
7100,668,47.2,9
7100,627,51.1,10
7100,627,51.5,10
7100,627,46.2,10
7100,627,38.1,10
7100,609,43.1,11
7100,609,43.4,11
7100,609,50.9,11
7100,658,45,12
7100,658,48.7,12
7100,642,47.6,1
7100,642,44.7,1
7100,642,40.8,1
7100,628,41.3,2
7100,628,42.4,2
7100,628,35.5,2
7107,733,37.4,1
7107,733,31.2,1
7107,718,35.9,2
7107,718,33.2,2
7107,718,35.4,2
7107,718,34.1,3
7107,718,37.1,3
7107,718,38.2,3
7107,718,33.6,3
7107,760,35.4,4
7107,760,39.4,4
7107,760,35,4
7107,784,33.1,5
7107,784,32.8,5
7107,784,34,5
7107,788,22.7,7
7107,788,14.6,7
7107,873,29.9,9
7107,873,42.5,9
7107,743,44.24,10
7107,743,45.6,10
7107,743,44.6,10
7107,743,45.5,10
7107,760,41.4,11
7107,760,35.3,11
7107,760,40.8,11
7107,749,40.8,12
7107,749,39.9,12
7107,733,43.8,1
7107,733,43.1,1
7107,733,35.4,1
7107,718,36,2
7107,718,36.6,2
7107,718,31.2,2
7108,691,29.4,1
7108,691,31.9,1
7108,675,33,2
7108,675,27,2
7108,675,24.1,2
7108,670,10.2,4
7108,670,22.2,4
7108,670,26.7,4
7108,696,31.7,5
7108,696,32.1,5
7108,696,32.9,5
7108,807,30.6,11
7108,807,22.4,11
7108,807,30.8,11
7108,782,29.6,12
7108,782,30.2,12
7108,675,13.1,2
7110,649,23.6,1
7110,649,22,1
7110,646,22,3
7110,646,37,3
7110,646,33.4,3
7110,638,42,4
7110,638,42.2,4
7110,638,43.8,4
7110,653,43.9,5
7110,653,42.2,5
7110,653,40,5
7110,673,24.4,10
7110,673,29.8,10
7110,673,28,10
7110,673,26.3,10
7110,717,28.2,11
7110,717,30.2,11
7110,717,27.7,11
7110,732,24.9,12
7110,732,26.1,12
7110,649,21.3,1
7110,649,19.1,1
7113,581,9,3
7113,581,34.1,3
7113,581,38.6,3
7113,581,34.3,3
7113,575,34,4
7113,575,37.5,4
7113,575,33.9,4
7113,609,41.8,5
7113,609,35.9,5
7113,609,33.7,5
7113,654,24.2,10
7113,654,26.2,10
7113,654,29.5,10
7113,654,28.9,10
7113,673,24,11
7113,581,42.7,2
7113,581,44.8,2
7113,581,32.2,2
7112,715,28.1,5
7112,631,50.6,7
7112,631,48.4,7
7112,612,32.6,12
7112,612,36.9,12
7112,615,37,1
7112,615,36.3,1
7112,615,33.1,1
7112,628,32.8,2
7112,628,34.9,2
7112,628,31.6,2
7115,644,25.6,1
7115,644,25.9,1
7115,676,25.1,2
7115,676,26.2,2
7115,676,28.1,2
7115,676,17.7,3
7115,676,18.6,3
7115,676,15.9,3
7115,662,34.9,7
7115,662,38.7,7
7115,662,42.1,7
7115,641,37.2,8
7115,641,37.2,8
7115,641,40.6,8
7115,668,35.5,9
7115,668,37,9
7115,668,40.6,9
7115,693,36.7,10
7115,693,38.9,10
7115,693,35.9,10
7115,693,39.1,10
7115,696,36,11
7115,696,38.3,11
7115,696,40,11
7115,721,39.8,12
7115,721,40.3,12
7115,644,39.5,1
7115,644,39.6,1
7115,644,36,1
7115,676,30,2
7115,676,35,2
7115,676,33.2,2
7114,656,29.6,1
7114,656,28.8,1
7114,674,32.7,2
7114,674,31.5,2
7114,674,34.8,2
7114,674,31.7,3
7114,674,31.1,3
7114,674,32.6,3
7114,674,29.9,3
7114,692,29.9,4
7114,692,34.9,4
7114,692,26.1,4
7114,697,33.3,5
7114,697,36.1,5
7114,697,26.4,5
7114,718,24.3,7
7114,718,26.5,7
7114,718,27.9,7
7114,720,26.9,8
7114,720,26.9,8
7114,720,25.6,8
7114,739,16.9,9
7114,739,25.1,9
7114,739,26.7,9
7114,756,24.5,10
7114,756,27.9,10
7114,756,26,10
7114,756,26.6,10
7114,801,25.5,11
7117,721,21,1
7117,721,25.8,1
7117,736,21.6,2
7117,736,21.9,2
7117,736,21.7,2
7117,736,20.9,3
7117,736,22.6,3
7117,736,18.6,3
7117,810,40.5,7
7117,810,40.5,7
7117,810,45.5,7
7117,692,43.8,8
7117,692,43.8,8
7117,692,41.4,8
7117,701,34.9,9
7117,701,37.8,9
7117,701,37.4,9
7117,716,44.5,10
7117,716,48.5,10
7117,716,48.2,10
7117,716,42.4,10
7117,726,44.3,11
7117,726,42.4,11
7117,726,42.6,11
7117,745,38.7,12
7117,745,39.2,12
7117,721,50,1
7117,721,41.2,1
7117,721,40.4,1
7117,736,41.2,2
7117,736,39.2,2
7117,736,34.8,2
7123,678,42.5,1
7123,678,43.4,1
7123,650,42.5,2
7123,650,40.4,2
7123,650,38.2,2
7123,650,33.5,3
7123,650,34.5,3
7123,650,29.5,3
7123,650,33,3
7123,647,38,4
7123,647,28.8,4
7123,647,31.6,4
7123,680,33.5,5
7123,680,31.5,5
7123,680,32.3,5
7123,653,29.7,7
7123,653,23.6,7
7123,653,21.7,7
7123,676,25.4,8
7123,676,25.4,8
7123,676,25.1,8
7123,743,32.2,9
7123,743,28.9,9
7123,743,28.5,9
7123,761,28.1,10
7123,761,30.1,10
7123,761,31.1,10
7123,761,29.7,10
7123,799,30.5,11
7123,799,26.8,11
7123,799,27.8,11
7123,795,24.2,12
7123,795,25.9,12
7123,678,23.7,1
7123,678,26,1
7123,678,21.8,1
7123,650,24.3,2
7124,649,32.1,1
7124,649,32.1,1
7124,671,31.9,2
7124,671,32.6,2
7124,671,33.4,2
7124,671,28.4,3
7124,671,29.7,3
7124,671,29.4,3
7124,671,29.4,3
7124,718,28.1,4
7124,718,29.6,4
7124,718,26.7,4
7124,738,26.1,5
7124,738,25.8,5
7124,738,19.5,5
7124,775,18.5,7
7124,775,17.3,7
7124,775,15.4,7
7124,808,12.2,8
7124,808,12.2,8
7124,808,14,8
7124,766,4.8,9
7124,671,44.4,2
7124,671,46.1,2
7128,583,21.8,3
7128,583,39,3
7128,583,35.6,3
7128,583,34.8,3
7128,631,36.2,4
7128,631,38.4,4
7128,631,38.2,4
7128,653,34.7,5
7128,653,38.3,5
7128,653,32.5,5
7128,687,27.1,11
7128,687,27.6,11
7128,687,26.8,11
7128,583,21,2
7128,583,27.2,2
7128,583,29.9,2
7145,627,22.2,1
7145,627,26.4,1
7145,563,21.8,4
7145,563,23.4,4
7145,563,23.7,4
7145,606,25.3,5
7145,606,23.8,5
7145,606,24.8,5
7145,614,25,7
7145,614,26.3,7
7145,614,28.2,7
7145,660,26.4,8
7145,660,26.4,8
7145,660,27,8
7145,683,25,9
7145,683,28,9
7145,683,24.9,9
7145,672,24.8,10
7145,672,26,10
7145,672,24.9,10
7145,672,24.4,10
7145,706,24.7,11
7145,706,25.3,11
7145,706,23.2,11
7145,716,23.3,12
7145,716,25.3,12
7152,620,39.5,3
7152,589,47.8,4
7152,589,45.7,4
7152,589,44.1,4
7152,608,46.3,5
7152,608,47.6,5
7152,608,41.8,5
7152,742,28.8,11
7152,742,20.5,11
7152,742,20.6,11
7152,755,17.1,12
7152,755,19.3,12
7152,605,17.1,1
7152,605,13.9,1
7154,579,39.7,1
7154,579,41.9,1
7154,574,43.5,2
7154,574,39.4,2
7154,574,41.2,2
7154,574,42,3
7154,574,47.2,3
7154,574,43.6,3
7154,574,44.3,3
7154,612,43.7,4
7154,612,48.3,4
7154,612,44.4,4
7154,632,41.1,5
7154,632,39.3,5
7154,632,41,5
7154,630,21.9,7
7154,630,16.8,7
7154,696,34.7,11
7154,696,35.2,11
7154,616,34.8,12
7154,616,35.7,12
7154,579,39.4,1
7154,579,38,1
7154,579,36.4,1
7154,574,37.2,2
7154,574,13.4,2
7154,574,18.2,2
7164,667,19.4,1
7164,667,9.7,1
7164,586,31.4,4
7164,586,34.1,4
7164,586,28.6,4
7164,600,34.7,5
7164,600,35.1,5
7164,600,31.9,5
7167,690,23.7,1
7167,690,24.6,1
7167,640,22.3,2
7167,640,21,2
7167,640,10,3
7167,634,25,4
7167,634,27.8,4
7167,634,29.4,4
7167,663,29.9,5
7167,663,30.6,5
7167,663,28.5,5
7167,747,23.9,11
7167,747,24.3,11
7167,747,25.2,11
7167,771,26.3,12
7167,771,27.7,12
7167,690,27.5,1
7167,690,16.9,1
7167,690,12.1,1
7163,604,27.4,3
7163,604,35.8,3
7163,604,44.6,3
7163,604,46.7,3
7163,632,48,4
7163,632,53,4
7163,632,47.7,4
7163,671,51.3,5
7163,671,46,5
7163,671,49.8,5
7163,706,32.9,11
7163,706,33,11
7163,706,30.2,11
7163,719,32.2,12
7163,719,32.1,12
7163,696,30.8,1
7163,696,22.1,1
7165,722,24.1,1
7165,722,13.5,1
7165,680,25.8,2
7165,680,25.1,2
7165,680,15.4,2
7165,680,20.4,3
7165,680,20.3,3
7165,680,18.1,3
7165,663,9.6,5
7165,660,39.2,7
7165,660,35.2,7
7165,725,27.3,12
7165,725,27,12
7165,722,24.8,1
7165,722,29,1
7165,722,30.6,1
7165,680,27.1,2
7165,680,25.7,2
7165,680,21.5,2
7173,662,35.3,2
7173,662,36.9,3
7173,662,44.1,3
7173,662,45.2,3
7173,662,44.2,3
7173,713,46.5,4
7173,713,46.8,4
7173,713,47.9,4
7173,725,45.7,5
7173,725,49.8,5
7173,725,51.8,5
7173,722,50.5,7
7173,722,44.3,7
7173,722,50,7
7173,722,42.5,8
7173,722,42.5,8
7173,722,42.7,8
7173,778,44.5,9
7173,778,45.4,9
7173,778,42.1,9
7173,761,41.2,10
7173,761,43.7,10
7173,761,41.1,10
7173,761,36.7,10
7173,703,20.9,12
7173,717,30.3,1
7173,717,33.8,1
7173,717,34.6,1
7173,662,8,2
7173,662,16.1,2
7173,662,9.7,2
7175,548,15.8,1
7175,594,29.6,2
7175,594,37.9,2
7175,594,41.1,2
7175,594,39,3
7175,594,39.3,3
7175,594,38.5,3
7175,594,42.1,3
7175,676,42.3,4
7175,676,47.7,4
7175,676,44.4,4
7175,678,46.7,5
7175,678,46.2,5
7175,678,43.9,5
7175,693,40.7,7
7175,693,36.2,7
7175,693,35.8,7
7175,723,34,8
7175,723,34,8
7175,723,36.7,8
7175,750,36.6,9
7175,750,37.3,9
7175,750,32.3,9
7175,764,35.7,10
7175,764,36.3,10
7175,764,32.8,10
7175,764,35.7,10
7175,804,35,11
7175,804,32.5,11
7175,804,33.7,11
7175,812,31.7,12
7175,812,32.7,12
7175,548,31.4,1
7175,548,26.3,1
7179,689,28.4,3
7179,689,32.7,3
7179,689,40.1,3
7179,612,39.9,4
7179,612,41.6,4
7179,612,40.1,4
7179,633,42.3,5
7179,633,39.9,5
7179,633,36.2,5
7179,607,27.1,10
7179,607,29.6,10
7179,607,27.3,10
7179,607,27.6,10
7179,637,27.4,11
7179,637,27.4,11
7179,637,30.1,11
7179,619,0,1
7181,588,32.7,4
7181,588,36.2,4
7181,588,35.5,4
7181,619,34.3,5
7181,619,37,5
7181,619,34.4,5
7181,630,34.6,8
7181,630,34.6,8
7181,630,34.4,8
7181,656,31.3,9
7181,656,34.2,9
7181,656,33.3,9
7181,658,33,10
7181,658,37.1,10
7181,658,33.9,10
7181,658,34.5,10
7181,684,31.7,11
7181,684,29.9,11
7181,684,31.3,11
7181,683,27.6,12
7181,683,30.4,12
7181,706,27.8,1
7181,706,26.6,1
7181,706,28.8,1
7181,712,29.2,2
7181,712,26.9,2
7181,712,21.2,2
7187,546,29.7,2
7187,546,28.5,2
7187,546,36.2,2
7187,546,33.2,3
7187,546,36.1,3
7187,546,35.3,3
7187,546,38.2,3
7187,615,39.5,4
7187,615,43,4
7187,615,42.7,4
7187,634,44.8,5
7187,634,45.9,5
7187,634,43.1,5
7187,637,40.1,7
7187,637,35.8,7
7187,637,42.2,7
7187,682,37,8
7187,682,37,8
7187,682,37.5,8
7187,717,33.4,9
7187,717,29,9
7187,717,32.5,9
7187,699,26.6,10
7187,699,25.5,10
7187,699,18.4,10
7187,692,20,12
7187,692,46,12
7187,538,48.1,1
7187,538,44.4,1
7187,538,46,1
7187,546,44.9,2
7187,546,47.8,2
7187,546,46.1,2
7188,763,34.4,11
7188,705,44.7,12
7188,705,45.7,12
7188,553,50.7,1
7188,553,51,1
7188,553,44.8,1
7188,640,41.2,2
7188,640,47.9,2
7188,640,42.9,2
7203,569,33.7,1
7203,569,37.1,1
7203,566,44.9,2
7203,566,15.8,2
7203,566,33.1,2
7203,566,33.3,3
7203,566,33.2,3
7203,566,33.3,3
7203,566,35,3
7203,598,35,4
7203,598,41.4,4
7203,598,37.1,4
7203,601,34.8,5
7203,601,37.8,5
7203,601,31.2,5
7203,566,39.6,9
7203,566,40.3,9
7203,566,38.8,9
7203,565,45.3,10
7203,565,42.4,10
7203,565,40,10
7203,565,43.1,10
7203,613,35.2,11
7203,613,37.2,11
7203,613,50.6,11
7203,636,45.9,12
7203,636,48.1,12
7203,569,44.8,1
7203,569,41.8,1
7203,569,37.6,1
7203,566,41,2
7203,566,40.3,2
7203,566,41.6,2
7204,608,17.4,4
7204,608,29.1,4
7204,608,30.4,4
7204,628,32.8,5
7204,628,34.5,5
7204,628,36.1,5
7204,620,35.1,7
7204,620,32.3,7
7204,672,26.9,9
7204,672,30.1,9
7204,672,31.1,9
7204,686,29.3,10
7204,686,31.5,10
7204,686,30,10
7204,686,31.1,10
7204,701,28.6,11
7204,701,31.7,11
7204,701,32.9,11
7204,699,31,12
7204,699,32.1,12
7204,732,29,1
7204,732,35,1
7204,732,29.5,1
7204,717,32.6,2
7204,717,33.4,2
7204,717,25.6,2
7189,737,20.8,1
7189,737,19.7,1
7189,744,24.8,2
7189,744,23.4,2
7189,744,23.3,2
7189,744,23,3
7189,744,21.5,3
7189,744,22.9,3
7189,744,19.9,3
7189,767,23.8,4
7189,767,23.7,4
7189,767,22.7,4
7189,776,24.2,5
7189,776,23.3,5
7189,776,23.2,5
7189,797,18.8,7
7189,797,20.7,7
7189,797,21.6,7
7189,829,17.6,8
7189,829,17.6,8
7189,829,16,8
7189,794,16.8,9
7189,737,15.6,1
7189,737,19.2,1
7189,737,21.3,1
7189,744,30.1,2
7189,744,33.6,2
7189,744,29.9,2
8109,573,25.4,1
8109,573,27,1
8109,574,29,2
8109,574,28.5,2
8109,574,24.7,2
8109,574,23.1,3
8109,574,24.6,3
8109,574,26.6,3
8109,574,28.1,3
8109,607,25.4,4
8109,607,28.4,4
8109,607,27.7,4
8109,535,39.8,7
8109,535,40.4,7
8109,535,45.1,7
8109,541,36.3,8
8109,541,36.3,8
8109,541,42.6,8
8109,575,44.3,9
8109,575,31.1,9
8109,575,39.8,9
8109,564,41.9,10
8109,564,42.1,10
8109,564,40.5,10
8109,564,39,10
8109,559,35.8,11
8109,559,36.5,11
8109,559,40.2,11
8109,589,38.7,12
8109,589,37.1,12
8109,573,36.3,1
8109,573,36.4,1
8109,573,33.8,1
8109,574,21.8,2
8109,574,28.1,2
8109,574,27.8,2
7206,608,31.3,4
7206,608,38.3,4
7206,608,38.7,4
7206,630,38.9,5
7206,630,39.1,5
7206,630,40.1,5
7206,621,38.3,7
7206,621,34.2,7
7206,649,31.7,9
7206,649,32,9
7206,649,36.2,9
7206,639,33.2,10
7206,639,29.7,10
7206,639,35.1,10
7206,639,32.4,10
7206,666,36.5,11
7206,666,32.9,11
7206,666,32.9,11
7206,658,30.2,12
7206,658,34,12
7206,700,34,1
7206,700,30.6,1
7206,700,33.6,1
7206,694,34.3,2
7206,694,32.1,2
7206,694,27.2,2
8110,523,19.2,1
8110,523,20.5,1
8110,465,22,3
8110,465,23.6,3
8110,465,28.2,3
8110,465,25.4,3
8110,489,23.1,4
8110,489,22.7,4
8110,489,21.1,4
8110,535,22.7,5
8110,535,21.7,5
8110,535,22.6,5
8110,507,19.6,7
8110,507,21.2,7
8110,507,23.3,7
8110,563,21.1,8
8110,563,21.1,8
8110,563,17.3,8
8110,579,22.2,9
8110,579,21.3,9
8110,579,21.3,9
8110,566,19.3,10
8110,566,19.5,10
8110,566,22.6,10
8110,465,34.5,2
8110,465,36.2,2
8110,465,36.8,2
8129,518,23.7,3
8129,518,25.9,3
8129,518,27.8,3
8129,474,30.8,4
8129,474,29.4,4
8129,474,30.9,4
8129,509,31.3,5
8129,509,29.1,5
8129,509,29,5
8129,499,30.9,7
8129,499,31.7,7
8129,499,31.9,7
8129,520,25.5,8
8129,520,25.5,8
8129,520,15.5,8
8129,528,18.5,9
8129,528,19,9
8129,528,21.8,9
8129,516,23.4,10
8129,516,25.4,10
8129,516,23.8,10
8129,516,24.8,10
8129,534,26.3,11
8129,534,24.7,11
8129,534,25.9,11
8129,553,22.6,12
8129,553,21.8,12
8111,575,44.7,7
8111,575,40,7
8111,575,42.2,7
8111,606,40.8,8
8111,606,40.8,8
8111,606,37.2,8
8111,625,38.6,9
8111,625,42.3,9
8111,625,42.8,9
8111,628,46.8,10
8111,628,45.9,10
8111,628,46.9,10
8111,628,44.1,10
8111,655,46.6,11
8111,655,43.6,11
8111,655,45.1,11
8111,668,42.7,12
8111,668,43.1,12
8111,653,46.3,1
8111,653,43.7,1
8111,653,36.9,1
8111,652,39.8,2
8111,652,39.8,2
8111,652,38.7,2
8113,501,20.6,2
8113,501,23.1,2
8113,501,27.5,3
8113,501,30.5,3
8113,501,30.1,3
8113,501,31.3,3
8113,554,34.1,4
8113,554,34.6,4
8113,554,39.3,4
8113,579,37.7,5
8113,579,39.6,5
8113,579,36.8,5
8113,600,40.3,7
8113,600,34.9,7
8113,600,31.4,7
8113,599,39.6,8
8113,599,39.6,8
8113,599,34.2,8
8113,634,30,9
8113,634,30.5,9
8113,634,33.5,9
8113,642,34.3,10
8113,642,33.2,10
8113,642,31.8,10
8113,642,33.3,10
8113,630,30.4,11
8113,624,32.4,1
8113,501,41,2
8113,501,45.9,2
8113,501,40.2,2
8114,684,36.6,3
8114,684,41.1,3
8114,684,48.1,3
8114,618,48.8,4
8114,618,50,4
8114,618,50.9,4
8114,609,48.6,5
8114,609,51.4,5
8114,609,46.5,5
8114,614,51.5,7
8114,614,44.2,7
8114,614,50.2,7
8114,647,46.4,8
8114,647,46.4,8
8114,647,43.6,8
8114,675,47.3,9
8114,675,48.3,9
8114,675,44.7,9
8114,654,46.8,10
8114,654,47.7,10
8114,654,46.7,10
8114,654,45.5,10
8114,672,45.3,11
8114,672,44.6,11
8114,672,47.7,11
8114,708,40.4,12
8114,708,41.8,12
8114,657,45.1,1
8114,657,44.2,1
8114,657,36.9,1
8114,684,41.6,2
8114,684,34.5,2
8112,537,30,1
8112,537,30.5,1
8112,549,30.4,2
8112,549,32.1,2
8112,549,31.4,2
8112,549,26.6,3
8112,549,28.5,3
8112,549,31.2,3
8112,549,29.7,3
8112,560,30.2,4
8112,560,33.3,4
8112,560,30.4,4
8112,579,32,5
8112,579,32.4,5
8112,579,29.3,5
8112,600,32.5,7
8112,600,32.6,7
8112,600,37.2,7
8112,617,32.1,8
8112,617,32.1,8
8112,617,32,8
8112,641,31.8,9
8112,641,32.4,9
8112,641,34.2,9
8112,631,36.6,10
8112,631,34,10
8112,631,33.6,10
8112,631,31.7,10
8112,644,33.3,11
8112,644,28.3,11
8112,644,31.5,11
8112,647,29,12
8112,647,32.7,12
8112,537,33.1,1
8112,537,28.2,1
8116,607,26,1
8116,607,27.1,1
8116,584,23.6,2
8116,522,26.2,4
